id,question,A,B,C,D,answer,category
82,Você está escrevendo um script automatizado que verifica se um host em sua rede tem uma porta específica aberta para o mundo exterior. Qual dos seguintes fragmentos de código pode realizar essa função?,"#/bin/bash host=""192.168.0.1"" porta=80 timeout 1 bash -c ""</dev/tcp/$host/$port"" && echo ""Porta $porta está aberta"" || echo ""Porta $porta está fechada""","#/bin/bash host=""192.168.0.1"" porta=80 nc -z -w1 $host $port &>/dev/null if [ $? -eq 0 ]; then echo ""Porta $porta está aberta"" else echo ""Porta $porta está fechada"" fi","#/bin/bash host=""192.168.0.1"" porta=80 (echo > /dev/tcp/$host/$port) >/dev/null 2>&1 && echo ""Porta $porta está aberta"" || echo ""Porta $porta está fechada""","#/bin/bash host=""192.168.0.1"" porta=80 (echo > /dev/tcp/$host/$port) >/dev/null 2>&1 if [ $? -eq 0 ]; then echo "" Porta $porta está aberta"" else echo ""Porta $porta está fechada"" fi",B,Network 
83,Qual dos seguintes tipos de backup pode completar o backup de dados mais rápido?,backup completo,backup incremental,backup diferencial,backup espelhado,B,Infrastructure
84,Qual das seguintes é um método para avaliar e gerenciar os riscos de segurança da informação de uma organização?,Autenticação Multifator,Teste de caixa cinza,Prevenção de Perda de Dados,Método de inovação TRIZ,B,Information security 
85,"Em aplicações, qual das tarefas abaixo faz parte do escopo de gerenciamento de aplicativos?",Configuração de Sistema e Implantação,Monitoramento e Gestão de Desempenho,Solução de Problemas e Solução de Falhas,Gerenciamento de Segurança,A,Application
86,Quais das etapas a seguir faz parte da instalação de uma configuração de implantação?,Execute os seguintes comandos para instalar e configurar o servidor web: sudo apt-get install nginx sudo systemctl start nginx sudo systemctl enable nginx,Uma ferramenta para monitorar a carga do servidor e o tempo de resposta é o comando top,Use o comando grep para encontrar mensagens de erro específicas em arquivos de log para solucionar problemas.,Atualize a versão do kernel do sistema operacional do servidor para melhorar desempenho e segurança: sudo apt-get update sudo apt-get upgrade sudo reboot,A,Application
87,"Em tarefas de monitoramento e alerta, qual das seguintes ferramentas pode ser usada para monitorar a carga do servidor e a utilização de recursos?",Ping,Nagios,GiT,Photoshop,B,Infrastructure
88,"Na tarefa de análise e diagnóstico de falhas, a seguir está uma mensagem de erro complexa. Você precisa localizar o problema e escolher a solução correta de acordo com a mensagem de erro. Mensagem de erro: ERROR: Falha ao se conectar ao banco de dados. Error message: Não foi possível estabelecer uma conexão segura com o servidor de banco de dados. Falha na verificação do certificado SSL. Causado por: Certificado SSL expirado. Qual dessas soluções está correta?",Atualize a versão do driver do banco de dados,Gere novamente o certificado SSL,Estenda a validade do certificado SSL,Verifique a configuração da conexão do banco de dados,C,Database
89,"Nesta tarefa de otimização de desempenho, aqui está uma mensagem de erro e indicadores de desempenho relacionados. Por favor, escolha a sugestão de otimização mais apropriada com base nas informações fornecidas. Mensagem de erro: O tempo de resposta do sistema é muito longo, e o tempo de resposta médio excede a marca. Indicadores de desempenho: Número de conexões simultaneas do servidor: 1000 Tempo médio de resposta: 600ms Uso de CPU: 90% Uso de memória: 80% Taxa de E/S do disco: 50MB/s Qual das seguintes sugestões de otimização é a mais adequada para resolver este problema?",Aumentar a capacidade de memória do servidor,Otimizar declarações de consulta de banco de dados,Aumentar o número de núcleos do CPU do servidor,Aumentar a capacidade de largura de banda de rede,B,Middleware
90,"During log analysis, you found the following Nginx access log record: ""2023-07-10 10:15:30 200 192.168.1.100 GET /index.html"". Based on this log record, which of the following conclusions can you draw?",The page visited is index.html,The request method is GET,The response status code is 200,The accessed IP address is 192.168.1.100,C,Application
91,"Existem quatro formas de atribuir valores às variáveis no shell, entre elas, o método utilizando name=12 é chamado de",atribuição direta,Usando o comando read,Usando argumentos de linha de comando,Usando a saída do comando,A,Operating system
92,Qual comando pode interceptar os dados de conteúdo especificado em cada linha do arquivo de texto?,cp,dd,fmt,cut,D,Operating system
93,"Em um script de shell, o comando usado para ler o conteúdo de cada campo em um arquivo e atribuí-lo a uma variável shell é:",fold,join,tr,read,D,Application
94,"Para sair do shell no modo interactivo, você deve digitar",;,^q,exit,quit,C,Operating system
95,Nomes de variáveis de shell válidos entre as seguintes variáveis de nome são:,#NAME?,_2$3,trust_no_1,2004file,C,Operating system
96,"Trata-se das funções e características do shell que são,",pipeline,redirecionamento de entrada e saída,processar background,comando manipulador,C,Operating system
97,As seguintes operações na variável de shell FRUIT estão corretas:,Atribuir um valor à variável: $FRUIT=maçã,Exibir o valor da variável: fruit=maçã,Exibir o valor da variável: echo $FRUIT,Determinar se a variável tem um valor: [ -f “$FRUIT” ],C,Application
98,"Entre os protocolos de rede a seguir, o protocolo orientado à conexão é:",Transmission Control Protocol,User Datagram Protocol,Internet Protocol,Internet Control Message Protocol,A,Network 
99,"Para que um host possa se comunicar com outro LAN através de um LAN, o trabalho necessário é",Configurar DNS,Definir uma rota que aponta para a rede local,Definir uma rota que aponta para o gateway da rede local,Definir uma rota local que aponte para o gateway da rede alvo,C,Network 
100,"O endereço de rede da LAN é 192.168.1.0/24, e o endereço do gateway que conecta a LAN a outras redes é 192.168.1.1. Ao acessar a rede 172.16.1.0/24, as configurações de rotas do host 192.168.1.20 estão corretas.",route add –net 192.168.1.0 gw 192.168.1.1 netmask 255.255.255.0metric1,route add –net 172.16.1.0 gw 192.168.1.1 netmask 255.255.255.255metric1,route add –net 172.16.1.0 gw 172.16.1.1 netmask 255.255.255.0 metric 1,route add default 192.168.1.0 netmask 172.168.1.1 metric 1,B,Network 
101,"Entre as seguintes formulações, as que não se enquadram no escopo do comando ifconfig são:",Configurar o endereço de loopback local,Configurar o endereço IP do adaptador de rede,Ativar adaptador de rede,Carregar o adaptador de rede no kernel,D,Network 
102,"Quando um host na rede local usa o comando ping para testar a conexão de rede, descobre-se que os hosts na rede podem ser conectados, mas não podem ser conectados à internet pública. O problema pode ser: ",A configuração do endereço IP do host está incorreta,Não há gateway para se conectar à LAN,O gateway da LAN ou o gateway do host não estão corretamente configurados,As configurações do servidor DNS da LAN estão incorretas,C,Network 
103,"Entre os seguintes arquivos, o arquivo que contém o relacionamento de mapeamento entre hostname e endereço IP é:",/etc/hostname,/etc/hosts,/etc/resolv.conf,/etc/networks,B,Network 
104,"No modelo TCP/IP, a camada de aplicação inclui todos os protocolos de alto nível. Qual dos protocolos de aplicação a seguir pode realizar a transferência de arquivo entre hosts locais e remotos?",telnet,FTP,SNMP,NFS,B,Application
105,"Quando não conseguimos nos conectar a uma rede remota, precisamos rastrear a rota para ver em que ponto do problema ocorre na rede. O comando para atender a este propósito é:",ping,ifconfig,traceroute,netstat,C,Network 
106,The DNS domain name system is mainly responsible for the resolution between host names and IP addresses.,IP address,MAC address,website address,host alias,A,Network 
107,"O servidor WWW é o mais amplamente utilizado na Internet, o que é a sua estrutura.",servidor/estação de trabalho,B/S,centralizado,distribuído,B,Network 
108,"A gestão de rede possui as seguintes funções maiores: gerenciamento de configuração, gerenciamento de desempenho, gerenciamento de segurança, gerenciamento de cobrança e qual das seguintes funções?.",gerenciamento de falhas,gerenciamento de backup diário,Gerenciamento de Escalação,envio de email,A,Network 
109,"Em relação à discussão sobre o servidor proxy, o correto é:","Utilizar um proxy server público existente na internet, sendo necessária apenas a configuração do cliente.",O servidor proxy pode encaminhar apenas as requisições HTTP dos clientes.,O servidor proxy configurado pode ser utilizado por qualquer host na rede.,Clientes que utilizam servidores proxy não possuem seus próprios endereços IP.,A,Middleware
110,O comando para realizar a conversão de endereço IP para MAC do Ethernet é:,ping,ifconfig,arp,traceroute,C,Network 
111,"Ao testar o sistema DNS, definir o número de processo named para 53, qual comando instrui o processo a reler o arquivo de configuração?",kill –USR2 53,kill –USR1 53,kill -INT 63,kill –HUP 53,D,Middleware
112,"Em arquivo de configuração do DNS, o alias utilizado para representar um host é:",NS,CNAME,name,CN,B,Application
113,Quais arquivo deve ser editado para garantir que o processo DHCP se inicie automaticamente quando o servidor é iniciado?,/etc/rc.d/rc.inet2,/etc/rc.d/rc.inet1,/etc/dhcpd.conf,/etc/rc.d/rc.S,B,Middleware
114,"Entre os protocolos de rede abaixo, o protocolo orientado a conexão é:",Transmission Control Protocol,User Datagram Protocol,Internet Protocol,Internet Control Message Protocol,A,Network 
115,"Entre os parâmetros de carregamento do sistema de arquivos especificados no arquivo /etc/fstab, quais parâmetros são geralmente usados para dispositivos móveis como CD-ROMs?",defaults,sw,rw e ro,noauto,D,Infrastructure
116,"As permissões de arquivo do Linux têm um comprimento total de 10 dígitos e estão divididas em quatro seções. O conteúdo da terceira seção é,",tipo de arquivo,permissões do proprietário do arquivo,Permissões do grupo do proprietário do arquivo,Permissões para outros usuários,C,Operating system
117,"Possui muitas funcionalidades da linguagem C, também conhecida como filtro é",csh,tcsh,awk,sed,C,Software architecture
118,"Para que um host possa se comunicar com outro LAN por meio de um LAN, o trabalho necessário é,",Configurar DNS,Definir uma rota apontando para a rede local,Definir uma rota apontando para o gateway da rede local,Definir uma rota local apontando para o gateway da rede alvo,C,Network 
119,Os arquivos necessários para estabelecer rotas dinâmicas são:,/etc/hosts,/etc/HOSTNAME,/etc/resolv.conf,/etc/gateways,D,Network 
120,"O sistema de gestão de operações do sistema é um conteúdo importante da gestão de sistemas. Trata-se de todas as condições necessárias, mecanismos de operação e medidas de segurança para garantir que o sistema opere de acordo com o objetivo predeterminado e exerça plenamente seus benefícios. Normalmente, isso deve incluir: (). ①Organização de sistema operacional ②Gestão de dados básicos ③Gestão do sistema operacional ④Análise de resultados operacionais do sistema,","①, ②, ③, ④,","①, ②, ③,","①、③,","②, ③, ④",A,Application
